Window Name,Username,User ID,Review,Sentiment
Amazon,SnehaM_32,U1340,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,KunalV_80,U1341,"Design is nice, but functionality could be better.",Neutral
Flipkart,MeeraJain_65,U1342,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,PriyaS_15,U1343,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,AmitB_83,U1344,"Product is decent, but not worth the price.",Neutral
Flipkart,PriyaS_93,U1345,The product stopped working after a week.,Negative
Amazon,ArjunDev_29,U1346,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,ArjunDev_62,U1347,"It's fine for casual use, but not professional work.",Neutral
Amazon,KunalV_94,U1348,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,SnehaM_43,U1349,Amazing product quality and quick delivery.,Positive
Flipkart,SimranK_32,U1350,Very bad customer service experience.,Negative
Amazon,AmitB_46,U1351,Poor build quality and slow performance.,Negative
Flipkart,RohitP_86,U1352,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,SnehaM_76,U1353,The product stopped working after a week.,Negative
Flipkart,SimranK_39,U1354,"Design is nice, but functionality could be better.",Neutral
Amazon,PriyaS_21,U1355,"Design is nice, but functionality could be better.",Neutral
Flipkart,AmitB_39,U1356,"Performance is average, nothing exceptional.",Neutral
Flipkart,SimranK_33,U1357,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,SnehaM_47,U1358,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,SnehaM_30,U1359,Amazing product quality and quick delivery.,Positive
Amazon,KunalV_82,U1360,The product stopped working after a week.,Negative
Amazon,RohitP_33,U1361,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SnehaM_10,U1362,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,ArjunDev_81,U1363,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,SnehaM_18,U1364,Amazing product quality and quick delivery.,Positive
Flipkart,MeeraJain_30,U1365,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,KunalV_60,U1366,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,SimranK_46,U1367,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,Vinay_53,U1368,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,AmitB_81,U1369,"Performance is average, nothing exceptional.",Neutral
Amazon,RahulK_42,U1370,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,PriyaS_67,U1371,"Performance is average, nothing exceptional.",Neutral
Amazon,PriyaS_37,U1372,Very bad customer service experience.,Negative
Flipkart,AmitB_46,U1373,Poor build quality and slow performance.,Negative
Amazon,PriyaS_24,U1374,"Product is decent, but not worth the price.",Neutral
Amazon,KunalV_14,U1375,"It's fine for casual use, but not professional work.",Neutral
Amazon,KunalV_19,U1376,"Design is nice, but functionality could be better.",Neutral
Flipkart,SimranK_27,U1377,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,MeeraJain_92,U1378,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,Vinay_76,U1379,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,RohitP_56,U1380,"Product is decent, but not worth the price.",Neutral
Flipkart,SimranK_98,U1381,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,Vinay_93,U1382,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,KunalV_16,U1383,"It's fine for casual use, but not professional work.",Neutral
Amazon,PriyaS_36,U1384,Very bad customer service experience.,Negative
Flipkart,SnehaM_37,U1385,Very bad customer service experience.,Negative
Flipkart,SnehaM_51,U1386,"Product is decent, but not worth the price.",Neutral
Flipkart,SimranK_55,U1387,"Product is decent, but not worth the price.",Neutral
Flipkart,PriyaS_89,U1388,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,KunalV_46,U1389,"It's fine for casual use, but not professional work.",Neutral
Amazon,MeeraJain_29,U1390,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,AmitB_98,U1391,"Design is nice, but functionality could be better.",Neutral
Amazon,MeeraJain_41,U1392,"Performance is average, nothing exceptional.",Neutral
Amazon,SnehaM_73,U1393,Very bad customer service experience.,Negative
Flipkart,Vinay_27,U1394,"Performance is average, nothing exceptional.",Neutral
Amazon,SnehaM_64,U1395,Poor build quality and slow performance.,Negative
Amazon,RahulK_74,U1396,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,PriyaS_35,U1397,The headphones have crystal clear sound and great bass.,Positive
Flipkart,SnehaM_65,U1398,The headphones have crystal clear sound and great bass.,Positive
Amazon,PriyaS_62,U1399,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,ArjunDev_58,U1400,"Performance is average, nothing exceptional.",Neutral
Amazon,Vinay_55,U1401,Amazing product quality and quick delivery.,Positive
Flipkart,MeeraJain_32,U1402,"Performance is average, nothing exceptional.",Neutral
Amazon,ArjunDev_22,U1403,"It's fine for casual use, but not professional work.",Neutral
Amazon,SnehaM_89,U1404,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,AmitB_11,U1405,Very bad customer service experience.,Negative
Amazon,AmitB_71,U1406,The headphones have crystal clear sound and great bass.,Positive
Flipkart,RahulK_89,U1407,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,ArjunDev_26,U1408,Poor build quality and slow performance.,Negative
Amazon,AmitB_60,U1409,Very bad customer service experience.,Negative
Flipkart,PriyaS_97,U1410,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,RohitP_84,U1411,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,Vinay_87,U1412,Amazing product quality and quick delivery.,Positive
Flipkart,MeeraJain_11,U1413,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,RahulK_17,U1414,The product stopped working after a week.,Negative
Flipkart,SnehaM_49,U1415,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,SimranK_94,U1416,"Product is decent, but not worth the price.",Neutral
Flipkart,KunalV_41,U1417,The product stopped working after a week.,Negative
Flipkart,AmitB_76,U1418,"Design is nice, but functionality could be better.",Neutral
Flipkart,SimranK_45,U1419,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,PriyaS_13,U1420,The product stopped working after a week.,Negative
Flipkart,MeeraJain_10,U1421,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,Vinay_91,U1422,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,RahulK_12,U1423,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,KunalV_48,U1424,"Performance is average, nothing exceptional.",Neutral
Amazon,RohitP_48,U1425,"It's fine for casual use, but not professional work.",Neutral
Flipkart,MeeraJain_19,U1426,"It's fine for casual use, but not professional work.",Neutral
Flipkart,KunalV_52,U1427,Very bad customer service experience.,Negative
Amazon,SnehaM_67,U1428,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SnehaM_61,U1429,"Product is decent, but not worth the price.",Neutral
Amazon,PriyaS_23,U1430,Poor build quality and slow performance.,Negative
Amazon,Vinay_29,U1431,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,PriyaS_66,U1432,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,PriyaS_90,U1433,The headphones have crystal clear sound and great bass.,Positive
Amazon,SnehaM_49,U1434,"Product is decent, but not worth the price.",Neutral
Amazon,RahulK_80,U1435,"Product is decent, but not worth the price.",Neutral
Flipkart,PriyaS_60,U1436,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,KunalV_46,U1437,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,RahulK_45,U1438,Very bad customer service experience.,Negative
Flipkart,KunalV_35,U1439,"It's fine for casual use, but not professional work.",Neutral
Amazon,SnehaM_13,U1440,The product stopped working after a week.,Negative
Flipkart,RahulK_37,U1441,Amazing product quality and quick delivery.,Positive
Flipkart,RahulK_27,U1442,"Performance is average, nothing exceptional.",Neutral
Amazon,ArjunDev_43,U1443,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,ArjunDev_89,U1444,"Product is decent, but not worth the price.",Neutral
Flipkart,ArjunDev_89,U1445,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RahulK_32,U1446,"Design is nice, but functionality could be better.",Neutral
Flipkart,KunalV_95,U1447,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,SnehaM_92,U1448,The headphones have crystal clear sound and great bass.,Positive
Flipkart,AmitB_15,U1449,"Performance is average, nothing exceptional.",Neutral
Amazon,SimranK_31,U1450,"Performance is average, nothing exceptional.",Neutral
Amazon,Vinay_81,U1451,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,AmitB_21,U1452,"Design is nice, but functionality could be better.",Neutral
Flipkart,RohitP_92,U1453,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,ArjunDev_70,U1454,The product stopped working after a week.,Negative
Amazon,Vinay_45,U1455,Amazing product quality and quick delivery.,Positive
Flipkart,KunalV_71,U1456,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,KunalV_83,U1457,The headphones have crystal clear sound and great bass.,Positive
Amazon,AmitB_56,U1458,Amazing product quality and quick delivery.,Positive
Amazon,AmitB_14,U1459,"Product is decent, but not worth the price.",Neutral
Amazon,SimranK_26,U1460,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RohitP_99,U1461,Amazing product quality and quick delivery.,Positive
Amazon,ArjunDev_99,U1462,The headphones have crystal clear sound and great bass.,Positive
Amazon,PriyaS_35,U1463,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,RahulK_11,U1464,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,RahulK_34,U1465,The headphones have crystal clear sound and great bass.,Positive
Flipkart,RahulK_41,U1466,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,ArjunDev_14,U1467,Amazing product quality and quick delivery.,Positive
Flipkart,PriyaS_96,U1468,"Performance is average, nothing exceptional.",Neutral
Amazon,RohitP_91,U1469,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,RohitP_69,U1470,The headphones have crystal clear sound and great bass.,Positive
Amazon,ArjunDev_24,U1471,"Product is decent, but not worth the price.",Neutral
Amazon,MeeraJain_62,U1472,"Performance is average, nothing exceptional.",Neutral
Flipkart,ArjunDev_93,U1473,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,SnehaM_78,U1474,Amazing product quality and quick delivery.,Positive
Amazon,SnehaM_77,U1475,"It's fine for casual use, but not professional work.",Neutral
Amazon,ArjunDev_55,U1476,Very bad customer service experience.,Negative
Flipkart,Vinay_26,U1477,"It's fine for casual use, but not professional work.",Neutral
Flipkart,SimranK_47,U1478,The product stopped working after a week.,Negative
Amazon,Vinay_33,U1479,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,RohitP_65,U1480,The product stopped working after a week.,Negative
Flipkart,RahulK_97,U1481,"Product is decent, but not worth the price.",Neutral
Flipkart,AmitB_17,U1482,"It's fine for casual use, but not professional work.",Neutral
Flipkart,PriyaS_29,U1483,"It's fine for casual use, but not professional work.",Neutral
Flipkart,KunalV_32,U1484,Very bad customer service experience.,Negative
Flipkart,SimranK_83,U1485,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,SimranK_52,U1486,The product stopped working after a week.,Negative
Flipkart,PriyaS_66,U1487,Very bad customer service experience.,Negative
Amazon,AmitB_89,U1488,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,RohitP_89,U1489,"It's fine for casual use, but not professional work.",Neutral
Amazon,Vinay_71,U1490,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,KunalV_61,U1491,Poor build quality and slow performance.,Negative
Flipkart,KunalV_48,U1492,"It's fine for casual use, but not professional work.",Neutral
Amazon,ArjunDev_89,U1493,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,AmitB_90,U1494,Very bad customer service experience.,Negative
Flipkart,KunalV_88,U1495,Very bad customer service experience.,Negative
Flipkart,KunalV_72,U1496,"Product is decent, but not worth the price.",Neutral
Flipkart,AmitB_83,U1497,"Product is decent, but not worth the price.",Neutral
Amazon,RahulK_76,U1498,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SimranK_60,U1499,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,Vinay_33,U1500,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,ArjunDev_93,U1501,"Performance is average, nothing exceptional.",Neutral
Amazon,RohitP_86,U1502,Poor build quality and slow performance.,Negative
Amazon,Vinay_57,U1503,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,AmitB_51,U1504,"Design is nice, but functionality could be better.",Neutral
Amazon,Vinay_70,U1505,"It's fine for casual use, but not professional work.",Neutral
Flipkart,AmitB_69,U1506,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RahulK_30,U1507,"Design is nice, but functionality could be better.",Neutral
Amazon,MeeraJain_97,U1508,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,PriyaS_26,U1509,"Performance is average, nothing exceptional.",Neutral
Amazon,RohitP_80,U1510,The product stopped working after a week.,Negative
Flipkart,MeeraJain_21,U1511,"Product is decent, but not worth the price.",Neutral
Flipkart,KunalV_40,U1512,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,MeeraJain_57,U1513,The product stopped working after a week.,Negative
Amazon,KunalV_31,U1514,Very bad customer service experience.,Negative
Flipkart,Vinay_35,U1515,The product stopped working after a week.,Negative
Amazon,SimranK_26,U1516,Amazing product quality and quick delivery.,Positive
Amazon,SimranK_31,U1517,Very bad customer service experience.,Negative
Flipkart,SimranK_75,U1518,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,MeeraJain_57,U1519,Poor build quality and slow performance.,Negative
Flipkart,SnehaM_93,U1520,"Performance is average, nothing exceptional.",Neutral
Flipkart,Vinay_57,U1521,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SimranK_48,U1522,The product stopped working after a week.,Negative
Flipkart,KunalV_48,U1523,"It's fine for casual use, but not professional work.",Neutral
Flipkart,Vinay_19,U1524,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,RohitP_71,U1525,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,RohitP_15,U1526,"Product is decent, but not worth the price.",Neutral
Flipkart,RahulK_30,U1527,"Design is nice, but functionality could be better.",Neutral
Flipkart,ArjunDev_12,U1528,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,AmitB_84,U1529,The product stopped working after a week.,Negative
Flipkart,SimranK_98,U1530,"Design is nice, but functionality could be better.",Neutral
Flipkart,SnehaM_73,U1531,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,SnehaM_12,U1532,Very bad customer service experience.,Negative
Amazon,RohitP_43,U1533,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Amazon,RahulK_72,U1534,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,SnehaM_81,U1535,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,AmitB_95,U1536,"It's fine for casual use, but not professional work.",Neutral
Flipkart,PriyaS_78,U1537,"Product is decent, but not worth the price.",Neutral
Amazon,Vinay_55,U1538,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,Vinay_96,U1539,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,SimranK_21,U1540,The product stopped working after a week.,Negative
Amazon,RohitP_15,U1541,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,SimranK_24,U1542,Amazing product quality and quick delivery.,Positive
Flipkart,RohitP_66,U1543,The product stopped working after a week.,Negative
Flipkart,ArjunDev_82,U1544,"Design is nice, but functionality could be better.",Neutral
Flipkart,ArjunDev_54,U1545,The product stopped working after a week.,Negative
Amazon,MeeraJain_57,U1546,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,ArjunDev_71,U1547,"It's fine for casual use, but not professional work.",Neutral
Flipkart,AmitB_11,U1548,The product stopped working after a week.,Negative
Amazon,KunalV_90,U1549,The headphones have crystal clear sound and great bass.,Positive
Flipkart,RohitP_11,U1550,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,MeeraJain_66,U1551,The headphones have crystal clear sound and great bass.,Positive
Amazon,SnehaM_28,U1552,"It's fine for casual use, but not professional work.",Neutral
Amazon,RohitP_97,U1553,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,MeeraJain_65,U1554,Amazing product quality and quick delivery.,Positive
Flipkart,SnehaM_57,U1555,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,KunalV_14,U1556,"It's fine for casual use, but not professional work.",Neutral
Flipkart,SnehaM_99,U1557,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,MeeraJain_63,U1558,Very bad customer service experience.,Negative
Flipkart,RahulK_38,U1559,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,SimranK_88,U1560,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,Vinay_58,U1561,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,KunalV_94,U1562,The product stopped working after a week.,Negative
Flipkart,PriyaS_83,U1563,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,KunalV_52,U1564,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,ArjunDev_48,U1565,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RahulK_62,U1566,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,RahulK_57,U1567,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,RahulK_75,U1568,"It's fine for casual use, but not professional work.",Neutral
Flipkart,AmitB_47,U1569,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,RohitP_49,U1570,Poor build quality and slow performance.,Negative
Amazon,ArjunDev_34,U1571,"Product is decent, but not worth the price.",Neutral
Amazon,RohitP_93,U1572,The product stopped working after a week.,Negative
Amazon,SnehaM_87,U1573,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,SnehaM_37,U1574,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,SnehaM_71,U1575,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SnehaM_65,U1576,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,MeeraJain_75,U1577,The product stopped working after a week.,Negative
Flipkart,KunalV_22,U1578,Poor build quality and slow performance.,Negative
Flipkart,ArjunDev_24,U1579,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,RahulK_10,U1580,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,RahulK_47,U1581,"Product is decent, but not worth the price.",Neutral
Flipkart,RahulK_92,U1582,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,SnehaM_87,U1583,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,Vinay_50,U1584,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,ArjunDev_21,U1585,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,AmitB_35,U1586,"Design is nice, but functionality could be better.",Neutral
Amazon,AmitB_89,U1587,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,SnehaM_57,U1588,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,PriyaS_32,U1589,The headphones have crystal clear sound and great bass.,Positive
Amazon,PriyaS_32,U1590,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,Vinay_41,U1591,"Performance is average, nothing exceptional.",Neutral
Amazon,Vinay_49,U1592,"It's fine for casual use, but not professional work.",Neutral
Amazon,KunalV_40,U1593,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,PriyaS_97,U1594,"Design is nice, but functionality could be better.",Neutral
Amazon,AmitB_64,U1595,Amazing product quality and quick delivery.,Positive
Flipkart,Vinay_61,U1596,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,AmitB_89,U1597,Very bad customer service experience.,Negative
Flipkart,RohitP_43,U1598,Amazing product quality and quick delivery.,Positive
Flipkart,RahulK_51,U1599,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,KunalV_37,U1600,"Design is nice, but functionality could be better.",Neutral
Amazon,Vinay_79,U1601,Very bad customer service experience.,Negative
Amazon,KunalV_71,U1602,"Performance is average, nothing exceptional.",Neutral
Amazon,KunalV_11,U1603,Amazing product quality and quick delivery.,Positive
Amazon,KunalV_45,U1604,Very bad customer service experience.,Negative
Flipkart,SimranK_64,U1605,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,RohitP_88,U1606,"It's fine for casual use, but not professional work.",Neutral
Flipkart,KunalV_79,U1607,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RohitP_31,U1608,"Design is nice, but functionality could be better.",Neutral
Amazon,RohitP_81,U1609,The headphones have crystal clear sound and great bass.,Positive
Flipkart,RohitP_24,U1610,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,RahulK_42,U1611,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,RohitP_84,U1612,"Design is nice, but functionality could be better.",Neutral
Flipkart,SimranK_22,U1613,"It's fine for casual use, but not professional work.",Neutral
Amazon,KunalV_59,U1614,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,KunalV_17,U1615,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,MeeraJain_45,U1616,Amazing product quality and quick delivery.,Positive
Amazon,SimranK_67,U1617,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SimranK_30,U1618,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,KunalV_83,U1619,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,SimranK_55,U1620,"Product is decent, but not worth the price.",Neutral
Flipkart,RohitP_60,U1621,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,MeeraJain_57,U1622,Poor build quality and slow performance.,Negative
Amazon,Vinay_61,U1623,The headphones have crystal clear sound and great bass.,Positive
Amazon,AmitB_85,U1624,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,SnehaM_62,U1625,"Performance is average, nothing exceptional.",Neutral
Amazon,RahulK_86,U1626,"Design is nice, but functionality could be better.",Neutral
Flipkart,Vinay_63,U1627,The product stopped working after a week.,Negative
Amazon,SnehaM_12,U1628,"Design is nice, but functionality could be better.",Neutral
Flipkart,KunalV_86,U1629,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,KunalV_40,U1630,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,PriyaS_92,U1631,Very bad customer service experience.,Negative
Amazon,SnehaM_29,U1632,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,SnehaM_46,U1633,"Performance is average, nothing exceptional.",Neutral
Amazon,RohitP_33,U1634,"This smartwatch is stylish, lightweight, and tracks my fitness perfectly.",Positive
Flipkart,SnehaM_59,U1635,"Design is nice, but functionality could be better.",Neutral
Amazon,KunalV_26,U1636,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,Vinay_80,U1637,Very bad customer service experience.,Negative
Flipkart,RahulK_81,U1638,"Design is nice, but functionality could be better.",Neutral
Flipkart,ArjunDev_84,U1639,Poor build quality and slow performance.,Negative
Amazon,RohitP_96,U1640,"Product is decent, but not worth the price.",Neutral
Flipkart,SimranK_29,U1641,"It's fine for casual use, but not professional work.",Neutral
Flipkart,SimranK_34,U1642,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,SnehaM_36,U1643,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,KunalV_88,U1644,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,SimranK_29,U1645,"Performance is average, nothing exceptional.",Neutral
Amazon,RahulK_12,U1646,The headphones have crystal clear sound and great bass.,Positive
Flipkart,MeeraJain_20,U1647,The headphones have crystal clear sound and great bass.,Positive
Amazon,AmitB_68,U1648,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,SnehaM_31,U1649,The headphones have crystal clear sound and great bass.,Positive
Amazon,PriyaS_76,U1650,The product stopped working after a week.,Negative
Amazon,AmitB_13,U1651,Poor build quality and slow performance.,Negative
Amazon,AmitB_15,U1652,Amazing product quality and quick delivery.,Positive
Amazon,AmitB_57,U1653,Amazing product quality and quick delivery.,Positive
Amazon,RohitP_43,U1654,Poor build quality and slow performance.,Negative
Amazon,RohitP_97,U1655,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,ArjunDev_53,U1656,"It's fine for casual use, but not professional work.",Neutral
Amazon,SnehaM_19,U1657,"The delivery was late, and the product packaging was slightly damaged.",Negative
Flipkart,PriyaS_91,U1658,"Performance is average, nothing exceptional.",Neutral
Amazon,PriyaS_32,U1659,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,RahulK_83,U1660,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,RohitP_41,U1661,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,RohitP_12,U1662,"It's fine for casual use, but not professional work.",Neutral
Amazon,Vinay_92,U1663,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,AmitB_17,U1664,"The laptop is fast, lightweight, and perfect for my work.",Positive
Amazon,Vinay_65,U1665,The headphones have crystal clear sound and great bass.,Positive
Amazon,ArjunDev_42,U1666,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,RahulK_98,U1667,"The delivery was late, and the product packaging was slightly damaged.",Negative
Amazon,RohitP_31,U1668,"Product is decent, but not worth the price.",Neutral
Flipkart,RahulK_22,U1669,"The laptop is fast, lightweight, and perfect for my work.",Positive
Flipkart,Vinay_29,U1670,Amazing product quality and quick delivery.,Positive
Flipkart,ArjunDev_35,U1671,"Design is nice, but functionality could be better.",Neutral
Amazon,PriyaS_65,U1672,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,RahulK_31,U1673,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Amazon,KunalV_58,U1674,"Performance is average, nothing exceptional.",Neutral
Amazon,SimranK_33,U1675,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Flipkart,SimranK_56,U1676,"Performance is average, nothing exceptional.",Neutral
Amazon,PriyaS_87,U1677,"Design is nice, but functionality could be better.",Neutral
Amazon,RohitP_22,U1678,"Design is nice, but functionality could be better.",Neutral
Amazon,SnehaM_99,U1679,"The laptop overheats quickly and crashes often, very disappointing.",Negative
Flipkart,MeeraJain_15,U1680,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Amazon,Vinay_37,U1681,"The headphones are okay, but the sound isn’t as clear as I expected.",Neutral
Amazon,MeeraJain_75,U1682,"Performance is average, nothing exceptional.",Neutral
Amazon,SnehaM_35,U1683,"The phone’s battery lasts all day, and the camera quality is amazing.",Positive
Flipkart,RahulK_75,U1684,"The delivery was late, and the product packaging was slightly damaged.",Negative
